title,company,location,date,url,,,,,,
"Software Engineering Technical Lead
Software Engineering Technical Lead with verification",Cisco,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4372704918/?eBP=CwEAAAGdpFF9qh414ntVOWNQVY30_wqndUCI-32ecb-XP-H7283n0aMeLWLbl3I0l4GM4miWrnE7jQEDaG8ND96GgJtpbplLmndrIvIFJnjXPtbpqZVmGtAPHyTjBLfiyPhDAwYqh9541HA6QSMal7v7ed2VwV2NR9izAY2HRBxWNKtnhiOgkEtVjbP-UCwi8mk5eTYV1pDQb_mf5LJdvqcM8Wq7d00261zIKWxgglYnVajB9Gt7FN9mBHPgvM7V3eMSnL-Hi-tOyQ1O9k-ti2YmAqsdbr0tW9-HRNLCT_t4zs7ensfC2JxrdzSA1O3wWsJGfhIBdmohH3cHm9n7vBFYWt5YyGcL_0FDL6H1B-eBLYD6JRQcHkJtdEd3kq2RhJXUsigN3eLJkSs0Y77kW98PlFs9_PqYqm7Lfl_TgeliuECCTnL0aHO9zld3BZxyyDoWRZS096MQ7RJ71-gmR7OMqwiCmORlhrsUJvmlLfcaxplaqafuOg&refId=HFGMT0o8MqmdxRYoYO7%2FUA%3D%3D&trackingId=IkZq9jOPGLPrnLgW1HZt5Q%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Tech Manufacturing
Tech Manufacturing with verification",Merck Life Science,"Rehovot, Center District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4381496462/?eBP=CwEAAAGdpFF9qvygbropYbq6W7tLs3WQANIV7SFnFlUlHkGUqbJssooBBtFapLJURS8gsmNBqkRs2ClyYac7oLhUENetfek1cQPZkKAcP_cyxMgt4FJd2NDPjNfzs1nNMBC-wsvRVEMe5TyKUExX7sstYbZ8L6ePu8akkuTvDUUwzSPPyAK4FaSh5qeXsfmMeLZ5fenD3GM-AglB9ETVExFhAa61Ku0piM7aelkT3kbMFI4tVEl05PXXyC2Z-hsBaCTMsjsJzeaJ0Z4ktbgOlepDOJ2e-3bAi7yj8TLeZXPBHmSzcav5n6YAMl0UPCmrlERYcIj-RHkMpbjVyhoSmwckAAArU2DXIXFdlEgTzq6HD5vyLaug575f-DTAeVyScfqQ0YeKMsUxQE9VPisk2J5SDNiXYQkFNkDVYLlty28waVXGFz4bN_-DgBeMfV98jzYSjxYpjS1oKXQRdQ24bvyrOIgrG9cGgzESF1l-0xorfQ&refId=HFGMT0o8MqmdxRYoYO7%2FUA%3D%3D&trackingId=yVSUVanhHQ%2FPc8xPqB7%2BGg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"AI Writing Evaluator (Remote)
AI Writing Evaluator (Remote)",Quik Hire Staffing,Israel (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403866263/?eBP=CwEAAAGdpFGua2e3RZjddPJ31b0QyDQxUfXkkELqQ7eWclkTVAV3Tk4Qzd6UHru7yAoMkLxvZOVXPYPcPuyVk0UkyCNucUL7hPlQhNta6bfAGV59VMNEpFyn014A4HNyAkI-N_4TKMPydAjMnnjpfAF0T9-2dz92J2xPQ8WkoJgCQYCYyKcVNMeoJXm32D-IscSXQUPEvPFRCQ0SSZIik30lczcR2pLpi8zFJAMIF8bP5SOCxVynnc-PCLURm0XbadC3xHVvQI9PBIA8gVTCPOBa9o-mxemaBuHYjbaZlvkPwCvPQEGLXWIyJt-_SUNanK8nVifEHGf6X7rYoaKLdG69MVtNVnaOGctAVZHrD1Bpjc0oHgFHQSyagLd2XA6ezAwN3FhgECt3ty54gcWgqoevmGddsp4hFyZfDn_A51jNROiL-6qtlL2u0uQKSwo0qntYLANSKzYEvlzhe_u9Zj6b2c95jvtJr54-k2cq88s&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=pEr1AEaOxdx5Ao81BpKE%2Fg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Guest Relation Agent (M/W) Club Med Resorts
Guest Relation Agent (M/W) Club Med Resorts with verification",Club Med,"Ashdod, South District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4167489000/?eBP=CwEAAAGdpFGua3pAorIJCbzlZ-PMzporaqka0TfPj4Wz9Kx5E8Tjb0M5FNdcSlUWsJEX1fPKImTRUaUARzSx6z5pX1HxUY08wfhVtVoQjOXYNgDSwBr3TIw7uIzaawIj8bYHJ99d_uo_3BFpFkN52XznDFU2AWNDq1icKr5n0ByTvSUYwASEBaknV2oHXNR_kym_HglYU61UksULjc1T4knrfFdHTPqHNvzO6pb9dZ2Po__uy1W-N5_UN2dOlGySEgeKdWICPTJnlESoQ0DzGI9xg_NPHdSN6PyFtFfpGpD3HqxZ-WjeCJBBmzTRtmC5ANWvon5uzWI_f8ReGZkb_Hb6rrDFIpfvlHGS7dOQAlDxDmFLbcYt8EbdQD6UyZNZ9mB74tNW5eqNYDe2KdyZShOUbWdJd6uAJAmrltRAifI8QKfZ9OV0PWGWV2P1omLB0_nQTv8ZPoruvVNWLQ1USN0l2MoXrR_PggRY4w&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=og3DfFVBsBQq3C1S3eSBWQ%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"מהנדס/ת תכנון ובקרה
מהנדס/ת תכנון ובקרה with verification",IAI - Israel Aerospace Industries,"Yehud Monosson, Center District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4371166011/?eBP=CwEAAAGdpFGua4mudtLXNADgHWt0N5r2sSJ6DOSSp07Q89FtjgSyk5itsCu7V5V08Qc0jfc28Ecu6tdaVXW7J0VIBEFuOlNlGokayIIDbfv_WoY-QV0uKI1DNDKrJzoMNo-cwhhde6swEodHd4q9ECUahMSu5doHcuTTuRFWLINQglHVh81XyUI1IH9T9zuPMbXhRUMDWViK2k6i444ylr9rVQlU-HGhCFtMoz50cGB0K-O6LQbiy7wbUMXrPX3ospSyqF-8vFr_TUW1se1i9krIV7L5Pug6h5r0mbpPKGPiaE0zRzvNvoOAq3UNkwoJ3NUksU1ZZT--S2amxUFe0lUi0BLKmXo4gltIXbDP4GINJt5KGwXd_qQhli7-SBB4XfZJSmMolb0W0PaDeXUd9gs9ofpBXOPPOvPrb6qCH96tvyr222vWN2TEPJCeIS-rR0aGP6rRwgCC43CVd0XQCkLswfCWWI44SUGpBTIUYvU&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=6vWN8bcC2oAm%2BDtlPHUQ4w%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"טכנאי/ת מכונות הזרקה
טכנאי/ת מכונות הזרקה with verification",PepsiCo,"Rahat, South District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4364141287/?eBP=CwEAAAGdpFGua2TRrYgua5TDsVTcaGxtIMb1fmwcdvaVoo7fy4yumWk_KhLjH4hIpfyy3tuidmB1kV_OW1wqcvbaRZjYBHsFXDfSalJrd4onfrQhdd-cglSGv6IcLGuKjiyFPLSESO1lYjqaJ18aSYqPqasmXrCHMM0Kh_KZb3rbQT7lvCH9JXoDgr8A9Khsd6g5CQhwS8_cXwYUvWOetEjM1qiiDpdBfDWcB-WtgwqDt_r3pHfUgnugYY3Khvlq0MNJdsdCzfMiT3GBT7P4D0KXnnPMBLqeXy5uvnbTGvL1Slmh9Z1TpdIIz-jAEp6mUzzzLBhzqnd8-cl11gqXJrOiGceMOASKK3yQFJltCscC7wfOYyJ_GLn6geUfVCKrF47tKpZ_SsOFh6mV6obeWBuyFKMZVW5aCPwUyhkCifUq9o9154BzaK26RNncaVvDGeIIDRDJ&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=qZGuX0y8BWE6VxxQKHBW%2FQ%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Bid Manager
Bid Manager","Sentrycs | Counter-Drone Solutions Adapting at the Speed of Threats
1 connection works here
12 hours ago
Within the past 24 hours","Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4403066538/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=TK%2FXGbhHdJrujWD0daHVFg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"SEO Content Writer (PT) – Freelancer
SEO Content Writer (PT) – Freelancer with verification","Odds Scanner Group
8 hours ago
Within the past 24 hours",EMEA (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403835293/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=SLylU2jxEAedcIVYLRrbPg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Microsoft Office Specialist (Outlook, Teams, SharePoint)
Microsoft Office Specialist (Outlook, Teams, SharePoint)","micro1
1 connection works here
19 hours ago
Within the past 24 hours",EMEA (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403824017/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=Rr%2F3zLgup5ESUeHVE2Rilw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Director of Strategic Alliances
Director of Strategic Alliances with verification","Claroty
36 school alumni work here
36 Bar-Ilan University school alumni work here
22 hours ago
Within the past 24 hours","Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/18/2026,https://www.linkedin.com/jobs/view/4375206944/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=S4oSDo3OYZVGFe9IAOHVkg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Government Policy Consultant - Remote
Government Policy Consultant - Remote","YO IT Consulting
4 hours ago
Within the past 24 hours",Israel (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403096461/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=GUxFt26vzqkphAIzRYYKYQ%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Audio Annotation & Quality Assurance Engineer | $55/hr Remote
Audio Annotation & Quality Assurance Engineer | $55/hr Remote","Crossing Hurdles
$25/hr - $55/hr",EMEA (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403817247/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=0SbaYW2L0D3lur%2FTSjDH7w%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Content Performance Lead
Content Performance Lead","Traffic Label Limited
19 hours ago
Within the past 24 hours",EMEA (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4403826123/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=otagXGgIfnPNOa1KEXM8fg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Senior Media Buyer
Senior Media Buyer",Expert Executive Recruiters (EER Global),"Tel Aviv District, Israel (Hybrid)",4/18/2026,https://www.linkedin.com/jobs/view/4403032056/?eBP=CwEAAAGdpFGuazlyzcOZzMvmC2-vEhi_7JooSafS1cYZCOk3KMbChPfW6z-97xpy_6B2ma7hqYbSiFQdBLccZimCvxx_g9UumlaKcCqgepKD9LkeVnVK2Hi9u2TODcNxBEUWmt_f_20wPFCDB_5O1qQ121cWn6aNpqK7SmYxT42eKgRJd8VyR_yloKIRbZVfXDNdJPwIXmzZtS2zVRFvmqx8nTKsdnNafPVFygvc_ZYlNwBqKKHIsu00V9EdPpUsPNGfMvtPmz5KunTcQuQM4tKC2oVr_KzRkfR_tupIV4LdLtjJrgnxT83-p9GGq1gdjb6X6RYXmkJvggRKMeU8opaYa4_8qe7NgiyfCasP6q7_EdQON0aABJUa51gOI2wNggJRzDw61Gvkn_CGZRuuycM-Wkk-GBRAqusvtUpx4NZWDK9W9vD6-mInS83QAx6q4RO7OOi71nOFitDLOFRqkVUMQONY0Tfnm5Pi0nDZHJA&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=DUid7XE9vTgX0I8a24kRqg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Senior Software Engineer – Secrets Hub (SaaS, Cloud Security)
Senior Software Engineer – Secrets Hub (SaaS, Cloud Security) with verification",CyberArk,"Petah Tikva, Center District, Israel (Hybrid)",4/18/2026,https://www.linkedin.com/jobs/view/4371530237/?eBP=CwEAAAGdpFGua51KPbVhKjHTQLmTgs1XuHcAx1YV__gDNHB8ltUb3p4kwbkgzqbYH9n6EePNvrP0Zo1y3phen02NvEBWctjYN9p19Rd9H8hPtxxELjp9xl85VApVm3Q8a7CdYfTEBbbHYpyZmpN6NtzydkMQtVnVhZdBgbd79h3RD1Vzet9MPpf3R1Jmgk4M8CN2emAuvrvipS_L5XgIak0NUPZFrDj-rU_eoX7wwgPxznPTDaK0AH4ZDzWvQHRu4XnbUY3vpx1sCoVBmDybpX1ahuFCW9PoCD8CEZm443SWtDDPZVfS9bVkZk4UJcYNoEX87UstO7WOOat740sUIG1agEkxQPoV3tFSEnwSBDP5o42eDZXMEZvGNxWxk--xoA4IeBuYl3C7fCC6GxcPSNWuMxh6cYhveSAedtoWRcSaWYIeJFjhloiCHD5q-JqWv4xK03PTbAj3j8Ot1Bpl1btcX9hwfI0tg9-aSTOZfgpDrw&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=vEroQ8JCZvIxLJUxRnqtEQ%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Business Partnerships Manager (Affiliates) - Global Business Solutions - Israel
Business Partnerships Manager (Affiliates) - Global Business Solutions - Israel with verification",TikTok,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4403845281/?eBP=CwEAAAGdpFGua_yUWJ6XjBJDA8eJT_Ej04m-gb0VIWSGZ1DAaheAhrLVHyNTfYQPCve_wsGAl_TZtu7EaQjw6BV_D8UqGqs0UHbW5smmb4vVv1LbhtDYjM7vZmtKyk86Hh_DhLJjao-1P7Sst1VAhWKrm12T4l-H3QntCT-OtwUChLLEOFC9pdck5XqsKcGmLjNtGshHk9hnfY-NX8F_KnkDes9epUkLeY2UFLwJrpGTQcdOVak8V4gMYtrbP_76NyGnEocaitmTlxMewhm8MyFGEQD8hylVsBOM14FzKc8uPJAuGeYE8Q9BMnt1Zo5puUQ56rHxMxB6PyeGGJrxF8M4770-zfR9CtyufP6UvftnAfw8p0D0Uym_GbSO2jJf3z1VN1EIOKDyJdzG84iasT9asVpMtSFI1oELoX-ehQN469JPx8lTDGF3aKNW04tkc7puA8h5bgVJY2kPa4fVwZ17HCK_jR82YxO8Gz1-URU&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=yaXsisEx3wTHftDgKvafrA%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Senior Software Engineer
Senior Software Engineer with verification",Transmit Security,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/18/2026,https://www.linkedin.com/jobs/view/4279567769/?eBP=CwEAAAGdpFGubIYH9lFwg0sTKtEFPU6U8B5LtJet5OiBgFoB-N5HXswwo3qZRT9FtjVi-m37xJDkhpqJvSdSHLqFvhIS4oKtbC9hGDTbVJreMlUn3pIPiX87RDxp6dKRnRGDG7Zm4YwIiBkonNT_vJXcqRtXJq3RAgcPbecgAkhC_DE-OtXt6aAtAJYx_-IBVVWBSbzYZmh2TjZvlK1R8SbAnsW6beZJD-8pQku3UBaqntLTqKtISq8ttZIyw8IFvZaak3KAWT2G0_vj1JbpRy31LRAfNv_vaDa8GOdjX-zUHBV8bLMSyJ3AtnAPJ60F9QP43tSCy6GS_A87MkQrsumk0p6qSfdLn3z8Y8oQkguWWsgc6hyb2uKpMaMSzdd0ywfCVutlEZSQbVZVZN3mHuShchIgwgA-xBYb-fs8VP_5oUOREy1DpRqF1gYOueki9vDsodGC6hkmognzUW0h9zI40PfkDXeHDjf_G37u-FBtiA&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=7e6wi1%2BvwmaI4MsM0t2E%2Bw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Electrical/Mechanical Engineering Technician - Data Center
Electrical/Mechanical Engineering Technician - Data Center with verification",Amazon Web Services (AWS),"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4343193353/?eBP=CwEAAAGdpFGubMvT_f0G9RTCkjhM1eEimOOl2Z94-6aZWbIqNtrUtPjAshSoHTf-IJLHABv4hzIkXQjTTZsTb7won3TcQC8lpD-6SeU54pjfDFDeGUkQ6M8iPEmh3pak2qYa0bBlI3F4bES_HOVgm3UQ4eNi0cRostBv20K5gk_m1evOC1rRTUgcehEtwvkZmQHJZOs3_6K0QGuRMH2oOdLr1D8Rwz_QERUYQujlplrnUKm6X6QfxAIiHmNOLC1pxKyrNPE2IIHwamvkxODChfnOAEJgJmoIlTvfC__zKDZWKbF9CkhcQGzRSjRTfv9oDzVuBACK1L5r4N4H2NSr034kfu_aRonLV8rHR31ImUWDshb7ae52Gj8V3bFMk_orDZGehvDjVSycBWcOzM73WNFMc-FpYWr_Y6SEIhpLm_Ur7y4iFdc_KzVNUnAuajOG7MPtmBI4NRiHVYeDipu8PvEj-EoKaQV3mZKXd8ubCy4&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=hQfoz80N4IIVBIq2eFZdFw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"(GA Part Time, Raanana) מלקטים חצי משרה - רעננה
(GA Part Time, Raanana) מלקטים חצי משרה - רעננה with verification",Wolt,"Raanana, Center District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4354176811/?eBP=CwEAAAGdpFGubKZcXNuLFjQ1RNvAWg2t0m8hhP5MptLeKQ2JujnrbgSNWvFTU1J7k5vI0aNfsCv_H-FO6XVy655LZEkhZV_Z8vak9LRy0axPL35V7rjHdEQ62GwfT-L1FWxRCZpTYOO3oWWaj-b2pEw0HVcFdQIIIiGCA_dHdFe6_nTeShU28VnVeHU-SxoEK0VhWuapaZlZSuejeo6MIzjjsv_7nBWlpNZDNAS-gvh1rJuAwCmVejfHImj23rw94XCraFcB5zupIhpDamN7k1YHjgR4KgeHVUWShNUK4zUoN1hbuwMciQpAhJo7zOHGTmtVNNQC63wMWWzHY_Mx85Y0doECL2A_vNsjaUNXVD-EEI31pubVbNsYToGlG13DBylVRHXVwSCJTU2dQwyWfiUJobsnXOe0DCiY_pKieFA9bI3t9ob0a9dz6yFjJMjB4BGIcKmConY1OWOTo99VGiLHLVum2zhi0WBhIPur-0iRnQ&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=LQ6YU9y%2F8GpfNcjXcUDqMw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Sr. Product Manager - Cloud Security
Sr. Product Manager - Cloud Security with verification",CrowdStrike,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4364120155/?eBP=CwEAAAGdpFGubGV-3_nmqOHzLbFFoA7hDP_fjfc-Pq_1EmTtQIGWaHv8LTL6EJsE5jTUqaKk2hUlcC2BX3H5a7JRil84Eu8ooDKW0a3_nwJa6UsZhLAJtSttfIIGFcV834cC96wZFO7vV19Yqb8D4yGmBvSmm8LONyNCCCNUVFnbxeBBLVQHNDS0EadctOUcXstaUGpu0h5dszXP8MwO63OMmZOMQbiUSt_q8snUGG1OIA0j3q1zo2xJkTrxZ9PMF-1kLoajAfh4yLGxwfeVgj8SncT0R5CF-bfv0ZNEoFBWtC-noab44uiR5aJwbd7KjvjfAacZ8PAUBSiaLDdQVh0fKGQRumurH4t6ekcLN3oVjtVe3ZHrY07mKlC7hoEg9v5lT7EUOPcuo9pkddu4BMgXVywLmFcxFQ7n38I-5lEI_JQEo8y1waFJ3mqkibk9aYwU_3eJ7_qseN0tE5u8zVgM1dfl9XJin2ziCsZu_yu3DhTkRkQ&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=xvoUIv%2FNcb0KtX9bgZF0jw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Operations & Logistics Coordinator | Inventory, Distribution & Supply Chain
Operations & Logistics Coordinator | Inventory, Distribution & Supply Chain",Pacaya HR Experts,"Tel Aviv District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4403068684/?eBP=CwEAAAGdpFGubLOemAMiy35NJ7CiSjk3dzWI5NNUHmAMVP8nOCPx6oufgVTRyQd1KcNusQmmNxEREBoJsLwOCi2AJEWiXl1DEJUbvROuUForj83TBuMREsZvygo3pb3LbTcDH-IWlT3PZO2KELEnqPrbWDWtp6FHzXz0qO5_F6ujt3GB-g2o09QJiCj6w292Rt29KT55ug5DG_TfljY_iZ61oaHCgSsWePtCze8UY-Z-pQvSGJ8SIDToE76hEgQ5JxxE_1tW-A0Bp-MQCI5cEU9_BClz_JKf9Imwp1sklGvDzdPJpGNtM2HnMJd3Bt0ZA7KBx5LN6DoYjGRe6Cg-MgVEuRlUVjvgf1yX47ADA2tcO3pM1wgjuirpyI3MOgjRMfOXY1oIMgcUltANWy9CRwRcoT_tcL1JNnNE_VCz3WVpsmUgxkuKV9rmFirkotcRHcESpApLCLQv64ZtDcBhQreNpXKquFHh4vbvotTkQBA&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=nasIGphivG3Jq%2BNFSpw0Hw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Financial Crime Compliance Manager
Financial Crime Compliance Manager with verification",Revolut,Israel (Remote),4/18/2026,https://www.linkedin.com/jobs/view/4362660550/?eBP=CwEAAAGdpFGubIk2fU5NtPYRnsBj-K3KDRcNwAZdMKwCaiE19ckoyTRZVfXyQUIt8iKDty06K1Kz0hVIDuVRSMze8bwF9Jy94NVKbTRCcJiUrhNq_VDQg1Njmco1ZHtjFcNlz3w3jFqAfrE3JlGLZJvKpAL6ILOpECx5QY1r3EmLRlOMU8t5pvFbQQqm-b8_DASf2TKQrgH0uvN75DOUSKIKCsQKW3Kpi76nuZ_OAwDRag6bWArMk_TyMSXBZXnc_H-XmkTdOzobzUbvk-B5tf2dVHd5A_dMmIXhNeA9uRiY8WxyOV6jq0dnp1D8HIx6UIpFVCBuY3rv07Y1jqgP_GHUGq1DCTFKxAbKEHj9yknLO45iIqz32Kb24YANbySdLr7qqmnjWIq0Ev4T4UueGFbmS0rXKYv_4z4BrIpEwkoe7_ER5dG5eQq27-sdRNR9XNJ4MFRXrsOCnVaE58aaSbc99CTzQIE47FCQQsFHRHY-YQ&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=wBl3eFoOkuBGxcvSit9Hcg%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Physicist
Physicist with verification",Nova Ltd.,"Rehovot, Center District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4403077863/?eBP=CwEAAAGdpFGubAunN_JmLEyOxWtiimbea4jAlHSsbgmF7ZXKRvZ6lqfiLXkqrCuPcIHIcnlGhbuOvdPxRaBO-_rh4upFdAY2Zi_6_znu8VK64LSzPMKyt3fuJqGr3XvlK2yQIx-gY0y3xTlLpRyosq-yhm5TbX5OBdAtzLLRJxhS1Jbm5RR4xoAqqh3ObRD9sdpf477rp1GGipiAI8NR3eueP23whjSUwy1nF-Rld8d7hgPLfuVbx43n43B-JjfVprI-kOVXgIRddsy7w1KJxgrpo5ZzLsJKFDJatAH05OSs-4lvpBR3Y7htcgPw2rtDZExyiDZT6QLpTlmajVxUDJUXCN8OVdtOSPJ5ncg_5RXIqc2YvPqfwTfnZYqVBmw95SKBNEGQButXFiJC5VO4S7WtbaRcNpexeKt8URz30i3n4zzA15NDttAsMxTcFnlX2eI0GvO2D9p00pnNIYEhG8aXTa4sRk3znCrv1ylNYeY&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=HeCMVYY7Vf9tFJ%2FoSXS6nQ%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Quality Control Inspector
Quality Control Inspector",LTS Device Technologies,"Netanya, Center District, Israel (On-site)",4/18/2026,https://www.linkedin.com/jobs/view/4385022941/?eBP=CwEAAAGdpFGubCZXkBsUpfwP__Gdi_Q6Tzcy3G0OVYtU6m6ApjrY7KpZgrlny2ktDzqozovB1orrwF9XKSPTNtg3xRtZZrU0gN5F_LXeiXqUwzqkdPvn2yPX7nI1KbgmAoGJWMd3aUBIgdX-a4mutxjSw_oIbsk5dUeulvC1w18gPPNf-bMX15rEsOWUquZ_CVwsrwwdMfWR5H2okLIag5wQBlx6GNbNZOH1xc0AOlYMziS-sxSP0adkZNdM5pStRdcKn39H8Zi4KeFiij6MHhHaZoqyTG17RPPLfyYGLsRzMmYHtOmIZFS7bLpuOcp8wIT7hHbspjtSvDrt3TrI2cSxrI2i6yzjRJuhK7MReiBhadaVqd0fSvAvzV1FEe1J67N0OrhZzXfDPEoyaJQP9nCfqlX5ItkL7qaDLKfpDunNqHSWBQ5qnqSXDswBVIY6P6ya0txhPtSUUdV0uCR2W6D84e__C-iWUgAhYekyXS8HxA&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=TkpTc%2FarXLohcIrnLMBO8Q%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
"Senior SRE Lead - Hybrid
Senior SRE Lead - Hybrid with verification",Akamai Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/18/2026,https://www.linkedin.com/jobs/view/4382135098/?eBP=CwEAAAGdpFGubJGSbuOfIZohn1SRipNN40K56ontufzP1xGJDeYzX7C0rHtAwxeYvIukGCkEZh0nlGMS1jaEDAyGyhxKZrCe1ZAW_YQt_a8XzCkA8ZglzN2MS2wKQPAdZIsGV_ESUj5CfS2B9eGc4uwBxYYUYV0DlOP2HS6rPoPpE30oFCikFsjHCxsYRDV0_I7NV-QNM03UzbUcsNMlX7k3daoz26H0zGmLn1ZN9lVTcJa1bjXYaxYBZwHO59ItakzuWhpB8Y4lQU55d_Ho2SLdrLdG1_CDFOPTvWxzQNgXafaL0X_lQBdoKzwppRxkCqsyQHawWH3R9dO2gNVha8x_451BQns8ZZHacEhxoSGV-KVE08fRIyo6FJNDuRwovJrpm-gw8ynm0RyY6o4QeVtBlfOKdWTzTi6XYL2YxKWSSst9i0rI2KVFn94McbeT1Q1NowLpAieTytqlbviaxosGQ0t7Ima-7Ip-ohJM_j5nzz4880k&refId=Ds2xInQH4oqtH2pk65miZQ%3D%3D&trackingId=SyX6WVgPkTVUfR1Z4zEvvw%3D%3D&trk=flagship3_search_srp_jobs,,,,,,
